genus,family,sampleId,jacardDist
Adlercreutzia,Eggerthellaceae,ERR321592,0.308314937
Eggerthella,Eggerthellaceae,ERR321592,0.112334802
Gordonibacter,Eggerthellaceae,ERR321592,0.296541575
Anaerostipes,Lachnospiraceae,ERR321592,0.427766826
Blautia,Lachnospiraceae,ERR321592,0.125316812
Coprococcus,Lachnospiraceae,ERR321592,0.384398761
Lachnoclostridium,Lachnospiraceae,ERR321592,0.108328644
Roseburia,Lachnospiraceae,ERR321592,0.336806533
Barnesiella,Porphyromonadaceae,ERR321592,0.269784173
Odoribacter,Porphyromonadaceae,ERR321592,0.17522066
Parabacteroides,Porphyromonadaceae,ERR321592,0.06276561
Tannerella,Porphyromonadaceae,ERR321592,0.654462243
Faecalibacterium,Ruminococcaceae,ERR321592,0.076350093
Flavonifractor,Ruminococcaceae,ERR321592,0.439013035
Citrobacter,Enterobacteriaceae,ERR321592,0.053373615
Escherichia,Enterobacteriaceae,ERR321592,0.100704935
Shigella,Enterobacteriaceae,ERR321592,0.376972138
Adlercreutzia,Eggerthellaceae,ERR321602,0.199318569
Gordonibacter,Eggerthellaceae,ERR321602,0.185689949
Anaerostipes,Lachnospiraceae,ERR321602,0.430014025
Blautia,Lachnospiraceae,ERR321602,0.128751753
Coprococcus,Lachnospiraceae,ERR321602,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321602,0.111827354
Roseburia,Lachnospiraceae,ERR321602,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321602,0.469004208
Barnesiella,Porphyromonadaceae,ERR321602,0.288626951
Odoribacter,Porphyromonadaceae,ERR321602,0.196496815
Parabacteroides,Porphyromonadaceae,ERR321602,0.086942675
Porphyromonas,Porphyromonadaceae,ERR321602,0.567515924
Collinsella,Coriobacteriaceae,ERR321602,0.087213343
Olsenella,Coriobacteriaceae,ERR321602,0.508339124
Faecalibacterium,Ruminococcaceae,ERR321602,0.076350093
Flavonifractor,Ruminococcaceae,ERR321602,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321602,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321602,0.108906099
Adlercreutzia,Eggerthellaceae,ERR321606,0.308314937
Eggerthella,Eggerthellaceae,ERR321606,0.112334802
Gordonibacter,Eggerthellaceae,ERR321606,0.296541575
Anaerostipes,Lachnospiraceae,ERR321606,0.430014025
Blautia,Lachnospiraceae,ERR321606,0.128751753
Coprococcus,Lachnospiraceae,ERR321606,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321606,0.111827354
Roseburia,Lachnospiraceae,ERR321606,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321606,0.469004208
Barnesiella,Porphyromonadaceae,ERR321606,0.292458809
Odoribacter,Porphyromonadaceae,ERR321606,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321606,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321606,0.569844789
Tannerella,Porphyromonadaceae,ERR321606,0.66518847
Collinsella,Coriobacteriaceae,ERR321606,0.087213343
Olsenella,Coriobacteriaceae,ERR321606,0.508339124
Faecalibacterium,Ruminococcaceae,ERR321606,0.076350093
Flavonifractor,Ruminococcaceae,ERR321606,0.439013035
Citrobacter,Enterobacteriaceae,ERR321606,0.053691275
Enterobacter,Enterobacteriaceae,ERR321606,0.116778523
Klebsiella,Enterobacteriaceae,ERR321606,0.117449664
Kluyvera,Enterobacteriaceae,ERR321606,0.402684564
Anaerostipes,Lachnospiraceae,ERR321608,0.430014025
Blautia,Lachnospiraceae,ERR321608,0.128751753
Coprococcus,Lachnospiraceae,ERR321608,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321608,0.111827354
Roseburia,Lachnospiraceae,ERR321608,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321608,0.469004208
Barnesiella,Porphyromonadaceae,ERR321608,0.261329805
Odoribacter,Porphyromonadaceae,ERR321608,0.165674603
Parabacteroides,Porphyromonadaceae,ERR321608,0.051917989
Eggerthella,Eggerthellaceae,ERR321608,0.074272588
Gordonibacter,Eggerthellaceae,ERR321608,0.266308519
Faecalibacterium,Ruminococcaceae,ERR321608,0.076350093
Flavonifractor,Ruminococcaceae,ERR321608,0.439013035
Adlercreutzia,Eggerthellaceae,ERR321612,0.199318569
Gordonibacter,Eggerthellaceae,ERR321612,0.185689949
Anaerostipes,Lachnospiraceae,ERR321612,0.427766826
Blautia,Lachnospiraceae,ERR321612,0.125316812
Coprococcus,Lachnospiraceae,ERR321612,0.384398761
Lachnoclostridium,Lachnospiraceae,ERR321612,0.108328644
Roseburia,Lachnospiraceae,ERR321612,0.336806533
Barnesiella,Porphyromonadaceae,ERR321612,0.261329805
Odoribacter,Porphyromonadaceae,ERR321612,0.165674603
Parabacteroides,Porphyromonadaceae,ERR321612,0.051917989
Faecalibacterium,Ruminococcaceae,ERR321612,0.076350093
Flavonifractor,Ruminococcaceae,ERR321612,0.439013035
Adlercreutzia,Eggerthellaceae,ERR321614,0.199318569
Gordonibacter,Eggerthellaceae,ERR321614,0.185689949
Anaerostipes,Lachnospiraceae,ERR321614,0.430014025
Blautia,Lachnospiraceae,ERR321614,0.128751753
Coprococcus,Lachnospiraceae,ERR321614,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321614,0.111827354
Roseburia,Lachnospiraceae,ERR321614,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321614,0.469004208
Barnesiella,Porphyromonadaceae,ERR321614,0.261329805
Odoribacter,Porphyromonadaceae,ERR321614,0.165674603
Parabacteroides,Porphyromonadaceae,ERR321614,0.051917989
Collinsella,Coriobacteriaceae,ERR321614,0.087213343
Olsenella,Coriobacteriaceae,ERR321614,0.508339124
Faecalibacterium,Ruminococcaceae,ERR321614,0.076350093
Flavonifractor,Ruminococcaceae,ERR321614,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321614,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321614,0.108906099
Anaerostipes,Lachnospiraceae,ERR321616,0.430014025
Blautia,Lachnospiraceae,ERR321616,0.128751753
Coprococcus,Lachnospiraceae,ERR321616,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321616,0.111827354
Roseburia,Lachnospiraceae,ERR321616,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321616,0.469004208
Barnesiella,Porphyromonadaceae,ERR321616,0.292458809
Odoribacter,Porphyromonadaceae,ERR321616,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321616,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321616,0.569844789
Tannerella,Porphyromonadaceae,ERR321616,0.66518847
Collinsella,Coriobacteriaceae,ERR321616,0.087213343
Olsenella,Coriobacteriaceae,ERR321616,0.508339124
Faecalibacterium,Ruminococcaceae,ERR321616,0.076350093
Flavonifractor,Ruminococcaceae,ERR321616,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321616,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321616,0.108906099
Adlercreutzia,Eggerthellaceae,ERR321619,0.308314937
Eggerthella,Eggerthellaceae,ERR321619,0.112334802
Gordonibacter,Eggerthellaceae,ERR321619,0.296541575
Anaerostipes,Lachnospiraceae,ERR321619,0.434298441
Blautia,Lachnospiraceae,ERR321619,0.135300668
Coprococcus,Lachnospiraceae,ERR321619,0.39142539
Lachnoclostridium,Lachnospiraceae,ERR321619,0.118497914
Roseburia,Lachnospiraceae,ERR321619,0.344376392
Cellulosilyticum,Lachnospiraceae,ERR321619,0.655623608
Butyrivibrio,Lachnospiraceae,ERR321619,0.472995546
Barnesiella,Porphyromonadaceae,ERR321619,0.292458809
Odoribacter,Porphyromonadaceae,ERR321619,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321619,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321619,0.569844789
Tannerella,Porphyromonadaceae,ERR321619,0.66518847
Collinsella,Coriobacteriaceae,ERR321619,0.1125
Olsenella,Coriobacteriaceae,ERR321619,0.521959459
Slackia,Coriobacteriaceae,ERR321619,0.582573455
Dialister,Veillonellaceae,ERR321619,0.193877551
Megasphaera,Veillonellaceae,ERR321619,0.180952381
Faecalibacterium,Ruminococcaceae,ERR321619,0.076350093
Flavonifractor,Ruminococcaceae,ERR321619,0.439013035
Haemophilus,Pasteurellaceae,ERR321619,0.034083601
Aggregatibacter,Pasteurellaceae,ERR321619,0.162057878
Peptostreptococcus,Peptostreptococcaceae,ERR321619,0.436740207
Clostridioides,Peptostreptococcaceae,ERR321619,0.171467147
Filifactor,Peptostreptococcaceae,ERR321619,0.543899145
Paeniclostridium,Peptostreptococcaceae,ERR321619,0.427285007
Enterobacter,Enterobacteriaceae,ERR321619,0.110510308
Escherichia,Enterobacteriaceae,ERR321619,0.094626563
Shigella,Enterobacteriaceae,ERR321619,0.372761068
Adlercreutzia,Eggerthellaceae,ERR321627,0.263899765
Eggerthella,Eggerthellaceae,ERR321627,0.05546875
Anaerostipes,Lachnospiraceae,ERR321627,0.430014025
Blautia,Lachnospiraceae,ERR321627,0.128751753
Coprococcus,Lachnospiraceae,ERR321627,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321627,0.111827354
Roseburia,Lachnospiraceae,ERR321627,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321627,0.469004208
Barnesiella,Porphyromonadaceae,ERR321627,0.292458809
Odoribacter,Porphyromonadaceae,ERR321627,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321627,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321627,0.569844789
Tannerella,Porphyromonadaceae,ERR321627,0.66518847
Collinsella,Coriobacteriaceae,ERR321627,0.1125
Olsenella,Coriobacteriaceae,ERR321627,0.521959459
Slackia,Coriobacteriaceae,ERR321627,0.582573455
Faecalibacterium,Ruminococcaceae,ERR321627,0.076350093
Flavonifractor,Ruminococcaceae,ERR321627,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321627,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321627,0.108906099
Adlercreutzia,Eggerthellaceae,ERR321628,0.308314937
Eggerthella,Eggerthellaceae,ERR321628,0.112334802
Gordonibacter,Eggerthellaceae,ERR321628,0.296541575
Anaerostipes,Lachnospiraceae,ERR321628,0.434298441
Blautia,Lachnospiraceae,ERR321628,0.135300668
Coprococcus,Lachnospiraceae,ERR321628,0.39142539
Lachnoclostridium,Lachnospiraceae,ERR321628,0.118497914
Roseburia,Lachnospiraceae,ERR321628,0.344376392
Cellulosilyticum,Lachnospiraceae,ERR321628,0.655623608
Butyrivibrio,Lachnospiraceae,ERR321628,0.472995546
Barnesiella,Porphyromonadaceae,ERR321628,0.292458809
Odoribacter,Porphyromonadaceae,ERR321628,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321628,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321628,0.569844789
Tannerella,Porphyromonadaceae,ERR321628,0.66518847
Collinsella,Coriobacteriaceae,ERR321628,0.1125
Olsenella,Coriobacteriaceae,ERR321628,0.521959459
Slackia,Coriobacteriaceae,ERR321628,0.582573455
Dialister,Veillonellaceae,ERR321628,0.193877551
Megasphaera,Veillonellaceae,ERR321628,0.180952381
Faecalibacterium,Ruminococcaceae,ERR321628,0.076350093
Flavonifractor,Ruminococcaceae,ERR321628,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321628,0.421636616
Clostridioides,Peptostreptococcaceae,ERR321628,0.149260628
Paeniclostridium,Peptostreptococcaceae,ERR321628,0.411927878
Escherichia,Enterobacteriaceae,ERR321628,0.007410152
Shigella,Enterobacteriaceae,ERR321628,0.312337903
Adlercreutzia,Eggerthellaceae,ERR321631,0.308314937
Eggerthella,Eggerthellaceae,ERR321631,0.112334802
Gordonibacter,Eggerthellaceae,ERR321631,0.296541575
Anaerostipes,Lachnospiraceae,ERR321631,0.430014025
Blautia,Lachnospiraceae,ERR321631,0.128751753
Coprococcus,Lachnospiraceae,ERR321631,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321631,0.111827354
Roseburia,Lachnospiraceae,ERR321631,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321631,0.469004208
Barnesiella,Porphyromonadaceae,ERR321631,0.292458809
Odoribacter,Porphyromonadaceae,ERR321631,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321631,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321631,0.569844789
Tannerella,Porphyromonadaceae,ERR321631,0.66518847
Collinsella,Coriobacteriaceae,ERR321631,0.1125
Olsenella,Coriobacteriaceae,ERR321631,0.521959459
Slackia,Coriobacteriaceae,ERR321631,0.582573455
Dialister,Veillonellaceae,ERR321631,0.193877551
Megasphaera,Veillonellaceae,ERR321631,0.180952381
Faecalibacterium,Ruminococcaceae,ERR321631,0.076350093
Flavonifractor,Ruminococcaceae,ERR321631,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321631,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321631,0.108906099
Escherichia,Enterobacteriaceae,ERR321631,0.007410152
Shigella,Enterobacteriaceae,ERR321631,0.312337903
Anaerostipes,Lachnospiraceae,ERR321634,0.430014025
Blautia,Lachnospiraceae,ERR321634,0.128751753
Coprococcus,Lachnospiraceae,ERR321634,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321634,0.111827354
Roseburia,Lachnospiraceae,ERR321634,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321634,0.469004208
Barnesiella,Porphyromonadaceae,ERR321634,0.292458809
Odoribacter,Porphyromonadaceae,ERR321634,0.200823567
Parabacteroides,Porphyromonadaceae,ERR321634,0.09185936
Porphyromonas,Porphyromonadaceae,ERR321634,0.569844789
Tannerella,Porphyromonadaceae,ERR321634,0.66518847
Collinsella,Coriobacteriaceae,ERR321634,0.1125
Olsenella,Coriobacteriaceae,ERR321634,0.521959459
Slackia,Coriobacteriaceae,ERR321634,0.582573455
Dialister,Veillonellaceae,ERR321634,0.193877551
Megasphaera,Veillonellaceae,ERR321634,0.180952381
Faecalibacterium,Ruminococcaceae,ERR321634,0.076350093
Flavonifractor,Ruminococcaceae,ERR321634,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321634,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321634,0.108906099
Adlercreutzia,Eggerthellaceae,ERR321640,0.308314937
Eggerthella,Eggerthellaceae,ERR321640,0.112334802
Gordonibacter,Eggerthellaceae,ERR321640,0.296541575
Anaerostipes,Lachnospiraceae,ERR321640,0.434298441
Blautia,Lachnospiraceae,ERR321640,0.135300668
Coprococcus,Lachnospiraceae,ERR321640,0.39142539
Lachnoclostridium,Lachnospiraceae,ERR321640,0.118497914
Roseburia,Lachnospiraceae,ERR321640,0.344376392
Cellulosilyticum,Lachnospiraceae,ERR321640,0.655623608
Butyrivibrio,Lachnospiraceae,ERR321640,0.472995546
Barnesiella,Porphyromonadaceae,ERR321640,0.269784173
Odoribacter,Porphyromonadaceae,ERR321640,0.17522066
Parabacteroides,Porphyromonadaceae,ERR321640,0.06276561
Tannerella,Porphyromonadaceae,ERR321640,0.654462243
Collinsella,Coriobacteriaceae,ERR321640,0.1125
Olsenella,Coriobacteriaceae,ERR321640,0.521959459
Slackia,Coriobacteriaceae,ERR321640,0.582573455
Faecalibacterium,Ruminococcaceae,ERR321640,0.076350093
Flavonifractor,Ruminococcaceae,ERR321640,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR321640,0.394188862
Clostridioides,Peptostreptococcaceae,ERR321640,0.108906099
Anaerostipes,Lachnospiraceae,ERR321642,0.427766826
Blautia,Lachnospiraceae,ERR321642,0.125316812
Coprococcus,Lachnospiraceae,ERR321642,0.384398761
Lachnoclostridium,Lachnospiraceae,ERR321642,0.108328644
Roseburia,Lachnospiraceae,ERR321642,0.336806533
Barnesiella,Porphyromonadaceae,ERR321642,0.261329805
Odoribacter,Porphyromonadaceae,ERR321642,0.165674603
Parabacteroides,Porphyromonadaceae,ERR321642,0.051917989
Escherichia,Enterobacteriaceae,ERR321642,0.007410152
Shigella,Enterobacteriaceae,ERR321642,0.312337903
Adlercreutzia,Eggerthellaceae,ERR321648,0.308314937
Eggerthella,Eggerthellaceae,ERR321648,0.112334802
Gordonibacter,Eggerthellaceae,ERR321648,0.296541575
Anaerostipes,Lachnospiraceae,ERR321648,0.430014025
Blautia,Lachnospiraceae,ERR321648,0.128751753
Coprococcus,Lachnospiraceae,ERR321648,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR321648,0.111827354
Roseburia,Lachnospiraceae,ERR321648,0.33941094
Butyrivibrio,Lachnospiraceae,ERR321648,0.469004208
Barnesiella,Porphyromonadaceae,ERR321648,0.269784173
Odoribacter,Porphyromonadaceae,ERR321648,0.17522066
Parabacteroides,Porphyromonadaceae,ERR321648,0.06276561
Tannerella,Porphyromonadaceae,ERR321648,0.654462243
Collinsella,Coriobacteriaceae,ERR321648,0.087213343
Olsenella,Coriobacteriaceae,ERR321648,0.508339124
Dialister,Veillonellaceae,ERR321648,0.193877551
Megasphaera,Veillonellaceae,ERR321648,0.180952381
Faecalibacterium,Ruminococcaceae,ERR321648,0.076350093
Flavonifractor,Ruminococcaceae,ERR321648,0.439013035
Adlercreutzia,Eggerthellaceae,ERR414233,0.308314937
Eggerthella,Eggerthellaceae,ERR414233,0.112334802
Gordonibacter,Eggerthellaceae,ERR414233,0.296541575
Anaerostipes,Lachnospiraceae,ERR414233,0.430014025
Blautia,Lachnospiraceae,ERR414233,0.128751753
Coprococcus,Lachnospiraceae,ERR414233,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414233,0.111827354
Roseburia,Lachnospiraceae,ERR414233,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414233,0.469004208
Barnesiella,Porphyromonadaceae,ERR414233,0.292458809
Odoribacter,Porphyromonadaceae,ERR414233,0.200823567
Parabacteroides,Porphyromonadaceae,ERR414233,0.09185936
Porphyromonas,Porphyromonadaceae,ERR414233,0.569844789
Tannerella,Porphyromonadaceae,ERR414233,0.66518847
Collinsella,Coriobacteriaceae,ERR414233,0.1125
Olsenella,Coriobacteriaceae,ERR414233,0.521959459
Slackia,Coriobacteriaceae,ERR414233,0.582573455
Dialister,Veillonellaceae,ERR414233,0.193877551
Megasphaera,Veillonellaceae,ERR414233,0.180952381
Faecalibacterium,Ruminococcaceae,ERR414233,0.076350093
Flavonifractor,Ruminococcaceae,ERR414233,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR414233,0.394188862
Clostridioides,Peptostreptococcaceae,ERR414233,0.108906099
Citrobacter,Enterobacteriaceae,ERR414233,0.09470305
Escherichia,Enterobacteriaceae,ERR414233,0.139967897
Shigella,Enterobacteriaceae,ERR414233,0.404173355
Klebsiella,Enterobacteriaceae,ERR414233,0.155698234
Morganella,Enterobacteriaceae,ERR414233,0.494382022
Raoultella,Enterobacteriaceae,ERR414233,0.384911717
Serratia,Enterobacteriaceae,ERR414233,0.361155698
Campylobacter,Campylobacteraceae,ERR414233,0.041358025
Arcobacter,Campylobacteraceae,ERR414233,0.333539222
Anaerostipes,Lachnospiraceae,ERR414234,0.430014025
Blautia,Lachnospiraceae,ERR414234,0.128751753
Coprococcus,Lachnospiraceae,ERR414234,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414234,0.111827354
Roseburia,Lachnospiraceae,ERR414234,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414234,0.469004208
Barnesiella,Porphyromonadaceae,ERR414234,0.261329805
Odoribacter,Porphyromonadaceae,ERR414234,0.165674603
Parabacteroides,Porphyromonadaceae,ERR414234,0.051917989
Collinsella,Coriobacteriaceae,ERR414234,0.087213343
Olsenella,Coriobacteriaceae,ERR414234,0.508339124
Faecalibacterium,Ruminococcaceae,ERR414234,0.076350093
Flavonifractor,Ruminococcaceae,ERR414234,0.439013035
Haemophilus,Pasteurellaceae,ERR414234,0.034083601
Aggregatibacter,Pasteurellaceae,ERR414234,0.162057878
Escherichia,Enterobacteriaceae,ERR414234,0.007410152
Shigella,Enterobacteriaceae,ERR414234,0.312337903
Adlercreutzia,Eggerthellaceae,ERR414235,0.308314937
Eggerthella,Eggerthellaceae,ERR414235,0.112334802
Gordonibacter,Eggerthellaceae,ERR414235,0.296541575
Anaerostipes,Lachnospiraceae,ERR414235,0.430014025
Blautia,Lachnospiraceae,ERR414235,0.128751753
Coprococcus,Lachnospiraceae,ERR414235,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414235,0.111827354
Roseburia,Lachnospiraceae,ERR414235,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414235,0.469004208
Barnesiella,Porphyromonadaceae,ERR414235,0.292458809
Odoribacter,Porphyromonadaceae,ERR414235,0.200823567
Parabacteroides,Porphyromonadaceae,ERR414235,0.09185936
Porphyromonas,Porphyromonadaceae,ERR414235,0.569844789
Tannerella,Porphyromonadaceae,ERR414235,0.66518847
Collinsella,Coriobacteriaceae,ERR414235,0.1125
Olsenella,Coriobacteriaceae,ERR414235,0.521959459
Slackia,Coriobacteriaceae,ERR414235,0.582573455
Dialister,Veillonellaceae,ERR414235,0.193877551
Megasphaera,Veillonellaceae,ERR414235,0.180952381
Faecalibacterium,Ruminococcaceae,ERR414235,0.076350093
Flavonifractor,Ruminococcaceae,ERR414235,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR414235,0.394188862
Clostridioides,Peptostreptococcaceae,ERR414235,0.108906099
Citrobacter,Enterobacteriaceae,ERR414235,0.053373615
Escherichia,Enterobacteriaceae,ERR414235,0.100704935
Shigella,Enterobacteriaceae,ERR414235,0.376972138
Adlercreutzia,Eggerthellaceae,ERR414239,0.308314937
Eggerthella,Eggerthellaceae,ERR414239,0.112334802
Gordonibacter,Eggerthellaceae,ERR414239,0.296541575
Anaerostipes,Lachnospiraceae,ERR414239,0.434298441
Blautia,Lachnospiraceae,ERR414239,0.135300668
Coprococcus,Lachnospiraceae,ERR414239,0.39142539
Lachnoclostridium,Lachnospiraceae,ERR414239,0.118497914
Roseburia,Lachnospiraceae,ERR414239,0.344376392
Cellulosilyticum,Lachnospiraceae,ERR414239,0.655623608
Butyrivibrio,Lachnospiraceae,ERR414239,0.472995546
Barnesiella,Porphyromonadaceae,ERR414239,0.292458809
Odoribacter,Porphyromonadaceae,ERR414239,0.200823567
Parabacteroides,Porphyromonadaceae,ERR414239,0.09185936
Porphyromonas,Porphyromonadaceae,ERR414239,0.569844789
Tannerella,Porphyromonadaceae,ERR414239,0.66518847
Collinsella,Coriobacteriaceae,ERR414239,0.1125
Olsenella,Coriobacteriaceae,ERR414239,0.521959459
Slackia,Coriobacteriaceae,ERR414239,0.582573455
Faecalibacterium,Ruminococcaceae,ERR414239,0.076350093
Flavonifractor,Ruminococcaceae,ERR414239,0.439013035
Parvimonas,Peptoniphilaceae,ERR414239,0.330868762
Finegoldia,Peptoniphilaceae,ERR414239,0.170055453
Peptostreptococcus,Peptostreptococcaceae,ERR414239,0.436740207
Clostridioides,Peptostreptococcaceae,ERR414239,0.171467147
Filifactor,Peptostreptococcaceae,ERR414239,0.543899145
Paeniclostridium,Peptostreptococcaceae,ERR414239,0.427285007
Escherichia,Enterobacteriaceae,ERR414239,0.007410152
Shigella,Enterobacteriaceae,ERR414239,0.312337903
Methanobrevibacter,Methanobacteriaceae,ERR414239,0.047576302
Methanosphaera,Methanobacteriaceae,ERR414239,0.263016158
Adlercreutzia,Eggerthellaceae,ERR414240,0.308314937
Eggerthella,Eggerthellaceae,ERR414240,0.112334802
Gordonibacter,Eggerthellaceae,ERR414240,0.296541575
Anaerostipes,Lachnospiraceae,ERR414240,0.430014025
Blautia,Lachnospiraceae,ERR414240,0.128751753
Coprococcus,Lachnospiraceae,ERR414240,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414240,0.111827354
Roseburia,Lachnospiraceae,ERR414240,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414240,0.469004208
Barnesiella,Porphyromonadaceae,ERR414240,0.269784173
Odoribacter,Porphyromonadaceae,ERR414240,0.17522066
Parabacteroides,Porphyromonadaceae,ERR414240,0.06276561
Tannerella,Porphyromonadaceae,ERR414240,0.654462243
Collinsella,Coriobacteriaceae,ERR414240,0.1125
Olsenella,Coriobacteriaceae,ERR414240,0.521959459
Slackia,Coriobacteriaceae,ERR414240,0.582573455
Dialister,Veillonellaceae,ERR414240,0.193877551
Megasphaera,Veillonellaceae,ERR414240,0.180952381
Faecalibacterium,Ruminococcaceae,ERR414240,0.076350093
Flavonifractor,Ruminococcaceae,ERR414240,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR414240,0.394188862
Clostridioides,Peptostreptococcaceae,ERR414240,0.108906099
Adlercreutzia,Eggerthellaceae,ERR414241,0.308314937
Eggerthella,Eggerthellaceae,ERR414241,0.112334802
Gordonibacter,Eggerthellaceae,ERR414241,0.296541575
Anaerostipes,Lachnospiraceae,ERR414241,0.430014025
Blautia,Lachnospiraceae,ERR414241,0.128751753
Coprococcus,Lachnospiraceae,ERR414241,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414241,0.111827354
Roseburia,Lachnospiraceae,ERR414241,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414241,0.469004208
Barnesiella,Porphyromonadaceae,ERR414241,0.292458809
Odoribacter,Porphyromonadaceae,ERR414241,0.200823567
Parabacteroides,Porphyromonadaceae,ERR414241,0.09185936
Porphyromonas,Porphyromonadaceae,ERR414241,0.569844789
Tannerella,Porphyromonadaceae,ERR414241,0.66518847
Collinsella,Coriobacteriaceae,ERR414241,0.1125
Olsenella,Coriobacteriaceae,ERR414241,0.521959459
Slackia,Coriobacteriaceae,ERR414241,0.582573455
Dialister,Veillonellaceae,ERR414241,0.193877551
Megasphaera,Veillonellaceae,ERR414241,0.180952381
Faecalibacterium,Ruminococcaceae,ERR414241,0.076350093
Flavonifractor,Ruminococcaceae,ERR414241,0.439013035
Peptostreptococcus,Peptostreptococcaceae,ERR414241,0.394188862
Clostridioides,Peptostreptococcaceae,ERR414241,0.108906099
Enterobacter,Enterobacteriaceae,ERR414241,0.094910591
Klebsiella,Enterobacteriaceae,ERR414241,0.095598349
Hafnia,Enterobacteriaceae,ERR414241,0.078404402
Anaerostipes,Lachnospiraceae,ERR414242,0.427766826
Blautia,Lachnospiraceae,ERR414242,0.125316812
Coprococcus,Lachnospiraceae,ERR414242,0.384398761
Lachnoclostridium,Lachnospiraceae,ERR414242,0.108328644
Roseburia,Lachnospiraceae,ERR414242,0.336806533
Collinsella,Coriobacteriaceae,ERR414242,0.087213343
Olsenella,Coriobacteriaceae,ERR414242,0.508339124
Faecalibacterium,Ruminococcaceae,ERR414242,0.076350093
Flavonifractor,Ruminococcaceae,ERR414242,0.439013035
Odoribacter,Porphyromonadaceae,ERR414242,0.158438959
Parabacteroides,Porphyromonadaceae,ERR414242,0.043695797
Adlercreutzia,Eggerthellaceae,ERR414244,0.308314937
Eggerthella,Eggerthellaceae,ERR414244,0.112334802
Gordonibacter,Eggerthellaceae,ERR414244,0.296541575
Anaerostipes,Lachnospiraceae,ERR414244,0.430014025
Blautia,Lachnospiraceae,ERR414244,0.128751753
Coprococcus,Lachnospiraceae,ERR414244,0.386816269
Lachnoclostridium,Lachnospiraceae,ERR414244,0.111827354
Roseburia,Lachnospiraceae,ERR414244,0.33941094
Butyrivibrio,Lachnospiraceae,ERR414244,0.469004208
Barnesiella,Porphyromonadaceae,ERR414244,0.292458809
Odoribacter,Porphyromonadaceae,ERR414244,0.200823567
Parabacteroides,Porphyromonadaceae,ERR414244,0.09185936
Porphyromonas,Porphyromonadaceae,ERR414244,0.569844789
Tannerella,Porphyromonadaceae,ERR414244,0.66518847
Collinsella,Coriobacteriaceae,ERR414244,0.1125
Olsenella,Coriobacteriaceae,ERR414244,0.521959459
